# sum_ticks_a, sum_ticks_b
80478 83686 
80809 84015 
81139 84344 
81469 84674 
81800 85006 
82132 85337 
82463 85666 
82791 85995 
83116 86321 
83438 86644 
83757 86964 
84076 87285 
84394 87606 
84711 87929 
85027 88251 
85342 88571 
85656 88885 
85969 89196 
86280 89505 
86590 89814 
86898 90124 
87206 90438 
87515 90753 
87824 91068 
88134 91383 
88444 91696 
88754 92007 
89062 92319 
89370 92630 
89676 92940 
89981 93252 
90288 93565 
90596 93878 
90905 94191 
91214 94504 
91522 94816 
91831 95126 
92139 95435 
92448 95745 
92756 96056 
93065 96368 
93374 96678 
93682 96989 
93986 97295 
94288 97599 
94592 97903 
94898 98209 
95206 98520 
95517 98834 
95830 99149 
96142 99464 
96454 99778 
96765 100091 
97074 100403 
97384 100712 
97694 101018 
98003 101323 
98312 101630 
98620 101939 
98930 102251 
99240 102562 
99549 102873 
99858 103183 
100168 103491 
100477 103798 
100787 104102 
101097 104403 
101405 104702 
101712 105002 
102019 105305 
102325 105608 
102632 105911 
102939 106216 
103249 106525 
103560 106834 
103870 107144 
104179 107452 
104487 107754 
104794 108053 
105100 108353 
105406 108655 
105712 108958 
106019 109263 
106325 109567 
106630 109868 
106933 110167 
107233 110464 
107532 110760 
107831 111055 
108129 111352 
108430 111651 
108733 111954 
109035 112256 
109334 112556 
109630 112855 
109923 113149 
110214 113443 
110505 113738 
110799 114034 
111093 114332 
111392 114631 
111694 114930 
111995 115225 
112295 115521 
112594 115818 
112892 116113 
113192 116407 
113493 116703 
113798 117000 
114105 117297 
114411 117596 
114717 117896 
115025 118193 
115334 118490 
115644 118787 
115956 119086 
116267 119388 
116579 119692 
116891 119996 
117200 120299 
117506 120599 
117811 120899 
118116 121199 
118422 121498 
118728 121795 
119033 122094 
119339 122393 
119645 122694 
119953 122998 
120262 123300 
120571 123602 
120879 123902 
121188 124201 
121497 124499 
121808 124795 
122122 125089 
122439 125383 
122756 125677 
123070 125973 
123381 126272 
123693 126570 
124007 126867 
124324 127162 
124644 127456 
124964 127751 
125283 128048 
125601 128345 
125916 128642 
126229 128939 
126544 129236 
126857 129532 
127170 129825 
127486 130118 
127802 130414 
128117 130712 
128432 131008 
128745 131305 
129056 131601 
129366 131893 
129678 132184 
129993 132474 
130309 132768 
130624 133061 
130937 133354 
131244 133647 
131544 133938 
131843 134228 
132142 134518 
132444 134809 
132753 135101 
133066 135394 
133377 135686 
133685 135980 
133989 136273 
134292 136565 
134598 136858 
134905 137152 
135212 137446 
135515 137740 
135815 138034 
136114 138328 
136412 138619 
136709 138911 
137009 139200 
137313 139490 
137619 139781 
137927 140074 
138235 140368 
138539 140662 
138840 140951 
139139 141238 
139437 141522 
139735 141803 
140033 142083 
140328 142357 
140623 142627 
140917 142894 
141210 143162 
141504 143429 
141798 143695 
142090 143960 
142382 144224 
142672 144488 
142960 144750 
143248 145014 
143537 145279 
143826 145544 
144114 145809 
144401 146076 
144684 146341 
144967 146604 
145252 146866 
145538 147128 
145824 147389 
146109 147649 
146390 147908 
146670 148165 
146948 148421 
147225 148675 
147501 148930 
147778 149184 
148053 149436 
148326 149687 
148600 149936 
148875 150186 
149148 150436 
149421 150688 
149696 150939 
149970 151189 
150241 151439 
150512 151689 
150782 151939 
151050 152186 
151321 152434 
151592 152682 
151861 152929 
152129 153176 
152397 153421 
152664 153666 
152930 153909 
153196 154154 
153457 154399 
153716 154643 
153978 154886 
154245 155131 
154514 155377 
154782 155622 
155050 155867 
155318 156113 
155587 156358 
155859 156603 
156131 156848 
156401 157092 
156671 157336 
156941 157579 
157211 157822 
157482 158064 
157753 158304 
158023 158544 
158292 158786 
158562 159028 
158835 159267 
159109 159504 
159382 159743 
159655 159981 
159928 160217 
160201 160454 
160474 160692 
160746 160927 
161018 161161 
161289 161394 
161561 161628 
161832 161862 
162104 162095 
162373 162328 
162641 162559 
162908 162791 
163174 163023 
163442 163257 
163711 163490 
163982 163724 
164252 163956 
164525 164189 
164797 164422 
165067 164654 
165335 164884 
165600 165116 
165865 165347 
166131 165578 
166399 165808 
166669 166038 
166938 166267 
167207 166495 
167474 166721 
167740 166947 
168007 167171 
168275 167393 
168539 167610 
168802 167826 
169065 168042 
169326 168254 
169586 168463 
169848 168666 
170111 168866 
170372 169061 
170634 169254 
170896 169442 
171158 169619 
171421 169790 
171688 169951 
171958 170104 
172228 170251 
172497 170393 
172765 170532 
173029 170671 
173291 170809 
173557 170945 
173824 171077 
174093 171207 
174363 171335 
174631 171461 
174894 171586 
175159 171710 
175427 171830 
175695 171947 
175960 172060 
176219 172171 
176477 172283 
176735 172394 
176998 172506 
177265 172614 
177532 172720 
177797 172823 
178059 172923 
178319 173022 
178577 173120 
178837 173218 
179097 173316 
179357 173415 
179617 173513 
179879 173611 
180141 173707 
180406 173799 
180672 173890 
180936 173978 
181200 174065 
181465 174153 
181731 174240 
181997 174327 
182264 174413 
182530 174499 
182795 174584 
183057 174667 
183319 174749 
183581 174832 
183840 174912 
184098 174991 
184354 175070 
184610 175150 
184868 175230 
185128 175310 
185389 175388 
185652 175465 
185915 175541 
186176 175614 
186435 175685 
186693 175757 
186950 175830 
187205 175902 
187464 175974 
187725 176047 
187986 176117 
188245 176184 
188503 176250 
188761 176317 
189019 176384 
189279 176450 
189539 176516 
189797 176582 
190051 176649 
190301 176715 
190548 176779 
190797 176842 
191053 176905 
191311 176967 
191565 177027 
191817 177086 
192068 177147 
192317 177210 
192565 177272 
192818 177333 
193073 177393 
193328 177454 
193585 177515 
193843 177573 
194099 177631 
194354 177687 
194610 177742 
194867 177797 
195123 177852 
195377 177908 
195631 177965 
195884 178022 
196140 178079 
196401 178136 
196666 178192 
196928 178247 
197187 178301 
197441 178354 
197694 178408 
197952 178463 
198216 178518 
198482 178573 
198744 178626 
199007 178677 
199267 178728 
199526 178779 
199784 178831 
200043 178884 
200303 178936 
200563 178989 
200824 179043 
201087 179097 
201352 179149 
201616 179197 
201880 179244 
202142 179290 
202403 179336 
202665 179382 
202929 179428 
203194 179463 
203458 179490 
203720 179516 
203981 179551 
204243 179595 
204505 179640 
204767 179675 
205028 179702 
205289 179727 
205549 179752 
205810 179778 
206071 179805 
206333 179833 
206597 179861 
206864 179889 
207131 179916 
207398 179942 
207663 179967 
207925 179991 
208185 180007 
208446 180018 
208712 180035 
208981 180057 
209248 180080 
209516 180102 
209782 180116 
210048 180122 
210314 180125 
210581 180125 
210846 180132 
211109 180148 
211369 180167 
211626 180180 
211884 180185 
212147 180187 
212413 180187 
212677 180187 
212939 180187 
213198 180187 
213454 180187 
213709 180187 
213967 180187 
214229 180187 
214493 180187 
214758 180187 
215023 180187 
215286 180187 
215547 180187 
215808 180187 
216069 180187 
216326 180187 
216582 180187 
216839 180187 
217094 180187 
217351 180187 
217614 180187 
217882 180187 
218148 180187 
218407 180187 
218660 180187 
218911 180187 
219167 180187 
219430 180187 
219697 180187 
219962 180187 
220225 180187 
220485 180187 
220742 180187 
220998 180187 
221256 180187 
221515 180187 
221775 180187 
222036 180187 
222298 180187 
222561 180187 
222825 180187 
223088 180187 
223349 180187 
223611 180187 
223875 180187 
224140 180187 
224404 180187 
224667 180187 
224930 180187 
225191 180187 
225452 180187 
225713 180187 
225974 180187 
226232 180187 
226492 180187 
226752 180187 
227012 180187 
227273 180187 
227534 180187 
227796 180187 
228058 180187 
228320 180187 
228580 180187 
228840 180187 
229098 180187 
229354 180187 
229610 180187 
229870 180187 
230132 180187 
230392 180187 
230650 180187 
230907 180187 
231165 180194 
231423 180218 
231683 180254 
231944 180289 
232203 180323 
232457 180362 
232704 180405 
232947 180450 
233192 180505 
233440 180582 
233690 180671 
233937 180769 
234182 180882 
234427 181004 
234670 181131 
234911 181261 
235152 181395 
235393 181525 
235632 181649 
235869 181774 
236106 181904 
236341 182037 
236573 182172 
236745 182242 
236876 182254 
237018 182263 
237176 182275 
237273 182290 
237307 182322 
237334 182368 
237365 182406 
237396 182431 
237426 182447 
237456 182456 
237489 182464 
237526 182473 
237564 182493 
237603 182521 
237645 182550 
237690 182567 
237736 182573 
237782 182576 
237824 182578 
237858 182591 
237884 182614 
237903 182636 
237915 182654 
237921 182657 
237921 182657 
237921 182657 
237918 182660 
237913 182663 
237906 182664 
237898 182664 
237888 182664 
237879 182664 
237871 182664 
237863 182664 
237855 182664 
237846 182664 
237837 182664 
237829 182664 
237821 182664 
237814 182664 
237808 182664 
237804 182664 
237801 182664 
237798 182664 
237796 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237795 182664 
237813 182718 
237856 182834 
237905 182973 
237958 183116 
238015 183250 
238072 183376 
238132 183500 
238192 183620 
238252 183733 
238313 183839 
238375 183942 
238440 184045 
238506 184151 
238574 184259 
238645 184367 
238721 184475 
238804 184585 
238892 184696 
238986 184809 
239086 184921 
239192 185034 
239304 185152 
239421 185275 
239543 185402 
239669 185535 
239800 185673 
239934 185813 
240071 185955 
240212 186101 
240356 186252 
240502 186407 
240651 186564 
240801 186723 
240952 186883 
241106 187043 
241263 187206 
241422 187372 
241584 187545 
241749 187721 
241916 187897 
242085 188074 
242256 188255 
242428 188439 
242602 188625 
242778 188813 
242956 189000 
243137 189188 
243319 189379 
243503 189572 
243688 189764 
243874 189955 
244062 190148 
244252 190346 
244445 190548 
244640 190750 
244836 190952 
245033 191154 
245232 191359 
245432 191563 
245633 191766 
245833 191969 
246032 192173 
246232 192378 
246435 192586 
246641 192800 
246847 193017 
247054 193239 
247262 193462 
247473 193684 
247686 193908 
247898 194133 
248110 194356 
248322 194580 
248535 194807 
249866 196207 
250091 196441 
250317 196679 
250556 196923 
250807 197170 
251058 197412 
251306 197653 
251550 197896 
251795 198143 
252041 198391 
252286 198640 
252532 198888 
252778 199138 
253026 199390 
253279 199649 
253536 199913 
253796 200180 
254060 200448 
254325 200716 
254591 200985 
254856 201256 
255122 201528 
255389 201804 
255658 202084 
255929 202366 
256203 202645 
256477 202921 
256750 203197 
257023 203472 
257297 203748 
257572 204029 
257850 204314 
258130 204599 
258412 204887 
258695 205177 
258978 205467 
259261 205756 
259542 206045 
259825 206335 
260109 206626 
260396 206921 
260683 207219 
260971 207514 
261258 207803 
261544 208092 
261830 208382 
262116 208675 
262404 208972 
262692 209271 
262981 209569 
263274 209865 
263568 210161 
263860 210459 
264154 210758 
264447 211056 
264739 211356 
265031 211664 
265325 211975 
265622 212287 
265921 212599 
266221 212907 
266519 213210 
266816 213512 
267111 213809 
267403 214108 
267696 214411 
267991 214717 
268287 215024 
268586 215333 
268885 215642 
269182 215952 
269479 216261 
269776 216569 
270072 216877 
270368 217182 
270664 217487 
270961 217794 
271259 218103 
271558 218415 
271858 218729 
272157 219042 
272455 219353 
272753 219665 
273051 219978 
273349 220291 
273647 220606 
273947 220920 
274249 221234 
274552 221549 
274858 221864 
275165 222181 
275474 222501 
275783 222821 
276093 223142 
276405 223466 
276718 223792 
277033 224120 
277349 224447 
277664 224771 
277977 225092 
278288 225410 
278597 225724 
278906 226040 
279220 226359 
279538 226681 
279857 227006 
280178 227334 
280501 227667 
280824 228004 
281148 228343 
281472 228678 
281795 229010 
282116 229341 
282437 229670 
282759 230002 
283079 230334 
283402 230666 
283725 230997 
284047 231330 
284372 231665 
284698 232000 
285024 232336 
285352 232674 
285682 233017 
286010 233358 
286337 233700 
286662 234039 
286988 234377 
287316 234717 
287643 235056 
287971 235394 
288299 235732 
288625 236070 
288952 236407 
289279 236743 
289606 237078 
289932 237411 
290257 237742 
290585 238077 
290914 238413 
291245 238751 
291576 239092 
291905 239434 
292232 239772 
292558 240107 
292882 240438 
293208 240771 
293538 241109 
293869 241449 
294202 241788 
294534 242127 
294864 242465 
295193 242802 
295523 243141 
295857 243483 
296191 243824 
296526 244165 
296858 244500 
297188 244834 
297520 245173 
297854 245518 
298190 245864 
298528 246211 
298866 246559 
299201 246902 
299535 247241 
299866 247577 
300197 247910 
300529 248246 
300864 248588 
301203 248940 
301543 249299 
301884 249655 
302225 250002 
302563 250346 
302900 250688 
303236 251032 
303571 251378 
303906 251725 
304240 252068 
304572 252407 
304904 252747 
305236 253090 
305571 253436 
305908 253789 
306247 254147 
306588 254502 
306930 254858 
307268 255208 
307604 255557 
307939 255906 
308274 256254 
308610 256603 
308948 256950 
309288 257300 
309627 257651 
309968 258004 
310310 258359 
310650 258711 
310989 259065 
311327 259419 
311666 259774 
312006 260132 
312348 260489 
312687 260841 
313024 261188 
313360 261531 
313696 261871 
314033 262216 
314373 262566 
314716 262922 
315060 263279 
315404 263630 
315745 263978 
316084 264329 
316421 264684 
316758 265043 
317098 265402 
317441 265759 
317785 266116 
318128 266473 
318473 266833 
318820 267195 
319169 267560 
319520 267924 
319871 268285 
320219 268643 
320564 268995 
320907 269347 
321250 269704 
321597 270069 
321947 270440 
322301 270814 
322658 271187 
323016 271561 
323372 271933 
323726 272303 
324078 272675 
324428 273046 
324777 273409 
325127 273774 
325478 274148 
325833 274526 
326193 274906 
326556 275284 
326919 275659 
327280 276033 
327640 276402 
327997 276769 
328352 277135 
328706 277498 
329058 277860 
329414 278223 
329773 278592 
330136 278966 
330501 279344 
330866 279720 
331232 280094 
331594 280463 
331953 280829 
332310 281198 
332666 281566 
333022 281932 
333377 282300 
333730 282668 
334083 283033 
334439 283400 
334797 283766 
335157 284136 
335519 284506 
335882 284878 
336245 285250 
336606 285621 
336962 285989 
337315 286356 
337666 286724 
338018 287093 
338376 287465 
338739 287840 
339104 288213 
339468 288587 
339834 288962 
340200 289336 
340567 289714 
340933 290088 
341295 290460 
341654 290833 
342013 291212 
342374 291597 
342738 291982 
343106 292365 
343475 292746 
343843 293128 
344210 293509 
344575 293892 
344938 294271 
345297 294641 
345655 295009 
346012 295378 
346370 295750 
346729 296129 
347092 296509 
347456 296889 
347821 297268 
348188 297643 
348555 298016 
348924 298389 
349291 298759 
349656 299125 
350020 299488 
350385 299849 
350754 300214 
351126 300581 
351499 300949 
351872 301319 
352242 301686 
352609 302047 
352972 302406 
353333 302763 
353692 303119 
354051 303475 
354412 303832 
354776 304191 
355141 304551 
355507 304909 
355872 305266 
356235 305619 
356598 305969 
356959 306317 
357320 306662 
357681 307006 
358040 307347 
358399 307681 
358757 308009 
359115 308330 
359473 308646 
359831 308952 
360189 309248 
360544 309535 
360897 309811 
361247 310080 
361591 310345 
361931 310604 
362266 310855 
362595 311100 
362852 311345 
363173 311586 
363494 311828 
363817 312073 
364138 312324 
364457 312580 
364773 312840 
365087 313098 
365397 313351 
365705 313602 
366011 313851 
366311 314096 
366607 314336 
366901 314572 
367193 314805 
367481 315033 
367762 315257 
368037 315476 
368307 315694 
368573 315909 
368836 316121 
369095 316332 
369352 316543 
369607 316752 
369860 316955 
370111 317155 
370359 317352 
370605 317549 
370851 317745 
371096 317941 
371341 318137 
371586 318333 
371832 318530 
372080 318723 
372330 318913 
372580 319101 
372832 319291 
373088 319483 
373346 319674 
373606 319868 
373867 320069 
374128 320274 
374382 320489 
374630 320709 
374873 320933 
375112 321160 
375346 321388 
375581 321618 
375818 321847 
376058 322076 
376297 322305 
376535 322532 
376770 322757 
377009 322983 
377252 323209 
377498 323436 
377746 323664 
377998 323895 
378251 324127 
378505 324362 
378762 324599 
379022 324839 
379283 325082 
379549 325328 
379818 325574 
380088 325821 
380360 326069 
380631 326313 
380897 326554 
381157 326794 
381417 327033 
381678 327273 
381944 327517 
382213 327762 
382485 328008 
382758 328254 
383032 328503 
383309 328753 
383585 329000 
383862 329244 
384139 329488 
384414 329730 
384687 329970 
384959 330209 
385231 330449 
385502 330685 
385775 330919 
386048 331149 
386319 331374 
386591 331593 
386861 331808 
387130 332019 
387397 332226 
387662 332427 
387927 332624 
388195 332821 
388465 333018 
388735 333214 
389005 333409 
389274 333600 
389543 333789 
389808 333977 
390070 334164 
390330 334350 
390587 334533 
390844 334717 
391105 334902 
391369 335088 
391634 335274 
391901 335460 
392167 335647 
392430 335832 
392689 336015 
392946 336195 
393198 336371 
393447 336546 
393698 336722 
393954 336899 
394213 337077 
394472 337257 
394733 337439 
394992 337628 
395248 337833 
395502 338045 
395758 338268 
396014 338503 
396271 338746 
396523 338990 
396773 339239 
397024 339495 
397280 339753 
397536 340014 
397788 340275 
398035 340532 
398281 340786 
398529 341038 
398781 341290 
399040 341544 
399303 341803 
399569 342066 
399837 342332 
400108 342600 
400381 342869 
400655 343138 
400931 343410 
401208 343684 
401487 343960 
401767 344237 
402048 344515 
402331 344793 
402620 345073 
402913 345354 
403207 345635 
403501 345919 
403791 346202 
404080 346485 
404372 346769 
404667 347055 
404964 347343 
405259 347632 
405550 347919 
405838 348203 
406124 348484 
406411 348766 
406701 349050 
406996 349337 
407294 349629 
407592 349923 
407892 350215 
408189 350506 
408483 350797 
408778 351087 
409072 351376 
409367 351665 
409664 351953 
409961 352241 
410259 352530 
410558 352820 
410854 353111 
411149 353401 
411443 353690 
411738 353981 
412036 354274 
412336 354568 
412637 354865 
412940 355165 
413246 355466 
413551 355762 
413854 356056 
414156 356352 
414457 356651 
414758 356950 
415063 357250 
415370 357550 
415678 357851 
415985 358152 
416289 358452 
416592 358750 
416896 359050 
417199 359349 
417505 359649 
417810 359950 
418112 360251 
418414 360550 
418717 360851 
419019 361151 
419324 361452 
419631 361752 
419938 362051 
420246 362351 
420553 362652 
420861 362953 
421168 363258 
421475 363566 
421780 363872 
422085 364178 
422387 364483 
422690 364787 
422993 365093 
423297 365400 
423603 365706 
423912 366011 
424225 366317 
424538 366623 
424849 366930 
425157 367236 
425464 367542 
425771 367847 
426076 368151 
426380 368454 
426686 368758 
426996 369064 
427308 369372 
427622 369682 
427939 369994 
428254 370306 
428564 370618 
428873 370928 
429180 371236 
429486 371543 
429793 371848 
430101 372153 
430409 372459 
430717 372766 
431024 373072 
431334 373380 
431644 373688 
431954 374000 
432266 374313 
432579 374626 
432890 374940 
433201 375255 
433511 375570 
433815 375885 
434120 376205 
434425 376524 
434730 376842 
435038 377162 
435349 377487 
435661 377814 
435975 378145 
436289 378478 
436599 378810 
436906 379141 
437209 379470 
437512 379799 
437815 380129 
438118 380460 
438423 380794 
438729 381130 
439034 381464 
439341 381798 
439649 382134 
439956 382470 
440263 382807 
440570 383143 
440876 383477 
441181 383811 
441484 384143 
441787 384476 
442089 384814 
442391 385153 
442693 385493 
442995 385833 
443298 386172 
443603 386510 
443910 386847 
444217 387181 
444525 387513 
444832 387840 
445138 388164 
445443 388488 
445748 388812 
446055 389136 
446360 389460 
446664 389782 
446967 390105 
447269 390428 
447569 390751 
447868 391074 
448168 391399 
448470 391725 
448773 392051 
449075 392377 
449372 392703 
449664 393028 
449950 393354 
450231 393677 
450499 394000 
450755 394326 
450993 394634 
451214 394895 
451430 395128 
451637 395306 
451832 395432 
452019 395550 
452207 395674 
452398 395806 
452594 395954 
452797 396118 
453010 396291 
453234 396471 
453468 396654 
453708 396841 
453946 397030 
454176 397210 
454392 397375 
454593 397524 
454780 397660 
454951 397786 
455110 397907 
455260 398024 
455405 398141 
455547 398256 
455686 398370 
455822 398482 
455955 398590 
456083 398696 
456206 398794 
456325 398885 
456439 398972 
456548 399056 
456655 399138 
456760 399216 
456861 399291 
456956 399365 
457046 399437 
457131 399507 
457211 399574 
457287 399638 
457359 399699 
457428 399758 
457496 399818 
457562 399877 
457627 399935 
457689 399993 
457750 400050 
457810 400104 
457867 400155 
457921 400205 
457973 400253 
458024 400300 
458074 400335 
458123 400362 
458171 400389 
458217 400417 
458262 400446 
458307 400465 
458351 400476 
458394 400483 
458435 400488 
458474 400492 
458513 400497 
458551 400500 
458589 400501 
458627 400501 
458663 400501 
458697 400501 
458729 400501 
458761 400501 
458791 400501 
458819 400501 
458845 400501 
458870 400501 
458894 400501 
458916 400501 
458937 400501 
458956 400501 
458975 400501 
458992 400501 
459008 400501 
459023 400501 
459038 400501 
459051 400501 
459064 400500 
459078 400500 
459090 400500 
459102 400500 
459116 400500 
459131 400499 
459147 400496 
459164 400493 
459184 400490 
459205 400490 
459226 400487 
459245 400481 
459263 400474 
459278 400465 
459293 400456 
459309 400443 
459325 400430 
459341 400416 
459357 400399 
459373 400384 
459386 400366 
459399 400346 
459411 400325 
459419 400301 
459425 400275 
459431 400248 
459435 400220 
459437 400192 
459437 400163 
459437 400133 
459439 400113 
459442 400098 
459443 400076 
459450 400067 
459472 400067 
459498 400067 
459521 400064 
459542 400058 
459561 400052 
459582 400046 
459568 400048 
459535 400052 
459509 400055 
459492 400058 
459482 400062 
459477 400067 
459476 400074 
459476 400081 
459476 400088 
